timestamp,cnn_status,crypto_status,vix_status,cnn_latency_ms,crypto_latency_ms,vix_latency_ms,fallback_used,error_notes
2026-02-16T11:29:11.478282+00:00,live,live,live,832.9,286.8,273.3,no,
2026-02-16T12:04:22.726308+00:00,live,live,live,699.4,237.5,260.0,no,
2026-02-16T13:46:51.396836+00:00,live,live,live,431.9,211.8,127.4,no,
2026-02-16T14:11:59.566531+00:00,live,live,live,546.1,218.0,128.0,no,
2026-02-16T14:58:07.703226+00:00,live,live,live,610.8,231.6,205.0,no,
2026-02-16T15:37:01.005188+00:00,live,live,live,913.2,291.7,292.5,no,
2026-02-16T16:25:52.558969+00:00,live,live,live,446.0,99.7,126.8,no,
2026-02-16T17:24:14.203467+00:00,live,live,live,4466.4,100.4,127.3,no,
2026-02-16T18:03:46.050245+00:00,live,live,live,1103.1,3920.7,399.5,no,
2026-02-16T19:03:56.524876+00:00,live,live,live,930.7,215.7,460.0,no,
2026-02-16T19:42:09.089194+00:00,live,live,live,603.4,128.3,159.1,no,
2026-02-16T20:25:09.636385+00:00,live,live,live,951.5,297.7,285.9,no,
2026-02-16T21:03:44.492081+00:00,live,live,live,459.7,134.2,252.8,no,
2026-02-16T21:58:33.633961+00:00,live,live,live,644.9,257.2,199.1,no,
2026-02-16T22:58:27.364208+00:00,live,live,live,795.4,300.2,177.5,no,
2026-02-16T23:45:26.417073+00:00,live,live,live,822.5,144.3,342.6,no,
2026-02-17T01:46:23.728319+00:00,live,live,live,622.6,94.7,226.7,no,
2026-02-17T03:28:22.156670+00:00,live,live,live,451.0,228.7,117.5,no,
2026-02-17T04:04:32.692490+00:00,live,live,live,509.3,116.8,138.1,no,
2026-02-17T04:31:31.597167+00:00,live,live,live,445.0,218.0,123.6,no,
2026-02-17T05:03:39.740766+00:00,live,live,live,572.5,234.7,148.9,no,
2026-02-17T05:35:36.765399+00:00,live,live,live,564.9,257.4,149.2,no,
2026-02-17T05:54:29.209671+00:00,live,live,live,840.1,269.3,336.3,no,
2026-02-17T06:39:28.446687+00:00,live,live,live,598.2,107.5,130.1,no,
2026-02-17T07:37:46.495210+00:00,live,live,live,1121.9,164.2,485.0,no,
2026-02-17T08:06:13.833918+00:00,live,live,live,520.8,223.3,154.3,no,
2026-02-17T09:06:06.836100+00:00,live,live,live,1237.0,297.6,289.2,no,
2026-02-17T10:04:05.167735+00:00,live,live,live,511.8,124.5,147.1,no,
2026-02-17T10:40:49.281905+00:00,live,live,live,941.2,153.3,252.5,no,
2026-02-17T11:29:10.499170+00:00,live,live,live,681.1,103.2,175.4,no,
2026-02-17T12:04:48.912576+00:00,live,live,live,741.3,253.1,154.6,no,
2026-02-17T13:46:37.817082+00:00,live,live,live,1213.6,337.9,469.6,no,
2026-02-17T14:13:22.711369+00:00,live,live,live,806.5,96.2,347.4,no,
2026-02-17T15:02:33.546112+00:00,live,live,live,561.5,213.4,170.2,no,
2026-02-17T15:48:05.577999+00:00,live,live,live,545.5,422.0,152.1,no,
2026-02-17T16:40:53.558921+00:00,live,live,live,996.8,591.7,460.0,no,
2026-02-17T17:41:10.237609+00:00,live,live,live,1261.6,346.7,436.0,no,
2026-02-17T18:13:15.049418+00:00,live,live,live,510.1,211.1,155.8,no,
2026-02-17T19:15:33.475299+00:00,live,live,live,554.8,127.3,209.6,no,
2026-02-17T19:51:26.885988+00:00,live,live,live,668.9,416.6,204.8,no,
2026-02-17T20:32:06.487895+00:00,live,live,live,442.0,96.3,232.5,no,
2026-02-17T21:20:00.000328+00:00,live,live,live,469.1,209.9,152.4,no,
2026-02-17T22:01:12.880590+00:00,live,live,live,620.9,224.9,135.0,no,
2026-02-17T22:58:37.490416+00:00,live,live,live,647.7,105.5,270.1,no,
2026-02-17T23:45:46.255718+00:00,live,live,live,528.2,120.4,181.8,no,
2026-02-18T01:49:58.191133+00:00,live,live,live,559.0,123.2,140.1,no,
2026-02-18T03:31:13.155786+00:00,live,live,live,572.8,109.1,168.9,no,
2026-02-18T04:06:35.273173+00:00,live,live,live,912.1,279.3,407.6,no,
2026-02-18T04:33:20.539989+00:00,live,live,live,570.9,115.7,137.0,no,
2026-02-18T05:04:16.262358+00:00,live,live,live,1012.3,342.5,498.8,no,
2026-02-18T05:36:56.700097+00:00,live,live,live,1059.9,344.7,482.5,no,
2026-02-18T05:58:16.816050+00:00,live,live,live,1554.7,326.3,400.1,no,
2026-02-18T06:43:43.754715+00:00,live,live,live,595.7,425.4,199.3,no,
2026-02-18T07:38:14.258060+00:00,live,live,live,1020.1,325.4,488.1,no,
2026-02-18T08:04:24.791832+00:00,live,live,live,537.8,223.4,156.6,no,
2026-02-18T09:04:54.029903+00:00,live,live,live,652.8,110.3,145.3,no,
2026-02-18T10:02:28.535943+00:00,live,live,live,949.5,174.8,295.3,no,
2026-02-18T10:40:07.710397+00:00,live,live,live,4204.6,210.8,127.2,no,
2026-02-18T11:27:31.956172+00:00,live,live,live,486.8,224.9,159.8,no,
2026-02-18T12:04:32.658059+00:00,live,live,live,478.0,123.6,151.4,no,
2026-02-18T13:48:32.200538+00:00,live,live,live,1210.3,326.0,443.7,no,
2026-02-18T14:13:15.246071+00:00,live,live,live,702.8,421.7,155.4,no,
2026-02-18T15:01:09.664968+00:00,live,live,live,480.3,254.8,155.6,no,
2026-02-18T15:46:18.862255+00:00,live,live,live,532.8,256.2,154.4,no,
2026-02-18T16:45:12.698804+00:00,live,live,live,968.9,176.8,377.2,no,
2026-02-18T17:39:39.777088+00:00,live,live,live,532.4,210.3,131.3,no,
2026-02-18T18:08:24.654598+00:00,live,live,live,501.7,223.8,213.9,no,
2026-02-18T19:15:52.783653+00:00,live,live,live,812.0,409.8,158.7,no,
2026-02-18T19:53:35.486819+00:00,live,live,live,802.3,418.6,163.7,no,
2026-02-18T20:34:34.023140+00:00,live,live,live,559.4,256.4,215.4,no,
2026-02-18T21:23:02.286535+00:00,live,live,live,546.6,126.3,153.5,no,
2026-02-18T22:02:50.722300+00:00,live,live,live,517.3,118.1,192.0,no,
2026-02-18T23:01:35.446783+00:00,live,live,live,1054.0,350.9,425.6,no,
2026-02-18T23:45:36.685988+00:00,live,live,live,758.0,108.1,168.2,no,
2026-02-19T01:49:04.854492+00:00,live,live,live,459.7,101.8,132.4,no,
2026-02-19T03:30:09.561418+00:00,live,live,live,518.2,119.1,147.9,no,
2026-02-19T04:05:07.767261+00:00,live,live,live,651.4,410.8,193.9,no,
2026-02-19T04:31:54.035138+00:00,live,live,live,426.9,107.2,172.0,no,
2026-02-19T05:03:27.815181+00:00,live,live,live,445.7,211.7,126.8,no,
2026-02-19T05:35:47.563841+00:00,live,live,live,568.6,123.8,142.2,no,
2026-02-19T05:56:01.891504+00:00,live,live,live,534.8,225.7,142.7,no,
2026-02-19T06:42:21.390506+00:00,live,live,live,1023.9,214.2,468.7,no,
2026-02-19T07:36:56.552154+00:00,live,live,live,389.6,94.6,170.8,no,
2026-02-19T08:04:29.031668+00:00,live,live,live,759.0,89.7,280.0,no,
2026-02-19T09:05:10.830126+00:00,live,live,live,768.4,254.6,157.0,no,
2026-02-19T10:02:39.765338+00:00,live,live,live,532.6,226.5,153.5,no,
2026-02-19T10:38:28.139535+00:00,live,live,live,696.6,110.0,227.0,no,
2026-02-19T11:27:16.110639+00:00,live,live,live,397.2,95.6,328.6,no,
2026-02-19T12:04:55.062732+00:00,live,live,live,675.5,121.3,314.5,no,
2026-02-19T13:48:49.850785+00:00,live,live,live,1209.7,223.2,412.2,no,
2026-02-19T14:16:09.226548+00:00,live,live,live,689.8,111.9,114.2,no,
2026-02-19T15:03:19.274577+00:00,live,live,live,726.7,118.6,150.0,no,
2026-02-19T15:43:21.312314+00:00,live,live,live,1291.0,347.8,493.3,no,
2026-02-19T16:35:29.277681+00:00,live,live,live,712.9,435.1,261.7,no,
2026-02-19T17:35:58.411632+00:00,live,live,live,667.1,125.4,146.9,no,
2026-02-19T18:12:08.775520+00:00,live,live,live,494.7,222.9,141.6,no,
2026-02-19T19:10:49.406557+00:00,live,live,live,1119.6,331.5,397.3,no,
2026-02-19T19:46:34.736711+00:00,live,live,live,608.9,113.2,272.3,no,
2026-02-19T20:27:39.877569+00:00,live,live,live,685.6,254.0,156.8,no,
2026-02-19T21:16:13.999441+00:00,live,live,live,435.0,102.7,127.3,no,
2026-02-19T22:01:50.617170+00:00,live,live,live,482.6,210.7,151.3,no,
2026-02-19T23:00:40.868086+00:00,live,live,live,457.6,114.3,124.2,no,
2026-02-19T23:46:08.886496+00:00,live,live,live,595.2,412.9,156.5,no,
2026-02-20T01:44:53.118920+00:00,live,live,live,500.9,230.3,237.9,no,
2026-02-20T03:22:10.990010+00:00,live,live,live,1169.5,277.6,280.2,no,
2026-02-20T04:00:50.273177+00:00,live,live,live,1253.6,206.0,379.2,no,
2026-02-20T04:26:53.544618+00:00,live,live,live,1086.2,160.8,513.1,no,
2026-02-20T04:58:02.870898+00:00,live,live,live,1133.8,421.8,273.9,no,
2026-02-20T05:21:15.916390+00:00,live,live,live,447.8,231.7,170.6,no,
2026-02-20T05:50:32.871152+00:00,live,live,live,450.1,253.8,131.8,no,
2026-02-20T06:36:14.381893+00:00,live,live,live,408.3,228.2,331.0,no,
2026-02-20T07:36:01.912052+00:00,live,live,live,1103.8,283.3,581.9,no,
2026-02-20T08:03:18.941115+00:00,live,live,live,674.3,425.6,153.7,no,
2026-02-20T08:59:32.702127+00:00,live,live,live,988.9,163.0,411.3,no,
2026-02-20T09:55:38.960413+00:00,live,live,live,417.6,110.7,159.2,no,
2026-02-20T10:32:49.760416+00:00,live,live,live,519.8,225.0,145.6,no,
2026-02-20T11:19:35.987148+00:00,live,live,live,455.1,204.7,124.5,no,
2026-02-20T11:59:38.967414+00:00,live,live,live,561.3,228.0,304.2,no,
2026-02-20T13:41:12.617686+00:00,live,live,live,910.7,419.2,268.5,no,
2026-02-20T14:06:17.391264+00:00,live,live,live,390.2,212.7,140.4,no,
2026-02-20T14:56:26.267222+00:00,live,live,live,800.6,237.0,188.9,no,
2026-02-20T15:34:13.829039+00:00,live,live,live,621.7,237.7,185.6,no,
2026-02-20T16:20:27.458145+00:00,live,live,live,666.7,240.5,167.9,no,
2026-02-20T17:22:41.220360+00:00,live,live,live,583.6,252.3,164.3,no,
2026-02-20T18:04:30.684999+00:00,live,live,live,813.7,151.1,479.4,no,
2026-02-20T19:06:44.369121+00:00,live,live,live,627.9,226.0,184.1,no,
2026-02-20T19:44:44.974896+00:00,live,live,live,974.2,437.2,287.5,no,
2026-02-20T20:25:56.530355+00:00,live,live,live,1247.9,343.4,458.1,no,
2026-02-20T21:01:35.078312+00:00,live,live,live,654.9,224.5,193.9,no,
2026-02-20T21:56:20.720769+00:00,live,live,live,915.0,328.6,472.3,no,
2026-02-20T22:56:36.270608+00:00,live,live,live,630.8,413.1,157.2,no,
2026-02-20T23:44:11.581094+00:00,live,live,live,530.3,120.6,148.1,no,
2026-02-21T01:40:41.075680+00:00,live,live,live,462.8,290.4,128.8,no,
2026-02-21T03:12:46.755103+00:00,live,live,live,620.9,411.5,152.2,no,
2026-02-21T03:52:45.595391+00:00,live,live,live,975.2,298.2,264.0,no,
2026-02-21T04:17:56.806687+00:00,live,live,live,498.6,119.0,146.0,no,
2026-02-21T04:47:40.077940+00:00,live,live,live,727.1,253.9,309.9,no,
2026-02-21T05:10:50.300620+00:00,live,live,live,985.0,299.3,285.0,no,
2026-02-21T05:38:07.712376+00:00,live,live,live,555.4,257.4,151.3,no,
2026-02-21T06:24:56.415295+00:00,live,live,live,1031.1,325.2,415.4,no,
2026-02-21T07:19:55.558279+00:00,live,live,live,563.5,405.8,165.0,no,
2026-02-21T07:53:00.021805+00:00,live,live,live,592.5,94.7,208.0,no,
2026-02-21T08:49:08.418247+00:00,live,live,live,733.4,425.0,271.1,no,
2026-02-21T09:42:00.537371+00:00,live,live,live,529.6,111.3,294.7,no,
2026-02-21T10:21:11.487137+00:00,live,live,live,596.7,241.9,277.7,no,
2026-02-21T11:01:03.031003+00:00,live,live,live,511.6,228.2,154.7,no,
2026-02-21T11:53:28.388207+00:00,live,live,live,948.2,396.3,149.5,no,
2026-02-21T13:25:40.830669+00:00,live,live,live,547.5,115.7,125.3,no,
2026-02-21T13:53:07.080311+00:00,live,live,live,474.3,239.0,343.2,no,
2026-02-21T14:39:48.373290+00:00,live,live,live,453.5,103.3,130.1,no,
2026-02-21T15:20:10.316070+00:00,live,live,live,470.2,100.3,161.0,no,
2026-02-21T15:59:50.890611+00:00,live,live,live,665.2,301.7,200.0,no,
2026-02-21T17:01:11.178335+00:00,live,live,live,728.6,256.8,156.1,no,
2026-02-21T17:52:07.905779+00:00,live,live,live,480.0,122.6,167.4,no,
2026-02-21T18:54:15.685038+00:00,live,live,live,469.1,104.0,211.0,no,
2026-02-21T19:34:29.791191+00:00,live,live,live,611.4,111.1,122.3,no,
2026-02-21T20:19:33.133609+00:00,live,live,live,610.5,242.2,148.8,no,
2026-02-21T20:59:14.594552+00:00,live,live,live,548.8,94.2,220.0,no,
2026-02-21T21:55:25.019231+00:00,live,live,live,472.4,116.5,209.1,no,
2026-02-21T22:52:05.995779+00:00,live,live,live,478.3,93.8,164.4,no,
2026-02-21T23:39:06.893341+00:00,live,live,live,514.7,114.3,169.0,no,
2026-02-22T01:47:42.334262+00:00,live,live,live,379.1,213.4,125.9,no,
2026-02-22T03:29:35.656504+00:00,live,live,live,998.1,155.3,485.6,no,
2026-02-22T04:02:30.564931+00:00,live,live,live,1136.1,325.8,429.6,no,
2026-02-22T04:30:06.216523+00:00,live,live,live,999.8,347.6,366.1,no,
2026-02-22T04:59:44.229601+00:00,live,live,live,636.7,235.7,165.7,no,
2026-02-22T05:20:53.479652+00:00,live,live,live,916.9,239.9,157.3,no,
2026-02-22T05:48:17.228508+00:00,live,live,live,598.9,226.2,146.9,no,
2026-02-22T06:30:35.802191+00:00,live,live,live,908.4,150.8,353.1,no,
2026-02-22T07:25:14.154892+00:00,live,live,live,826.6,235.6,156.0,no,
2026-02-22T07:55:48.459010+00:00,live,live,live,421.3,118.5,139.7,no,
2026-02-22T08:49:47.519438+00:00,live,live,live,1021.2,281.3,273.3,no,
2026-02-22T09:44:22.011316+00:00,live,live,live,523.9,275.0,153.1,no,
2026-02-22T10:20:10.508316+00:00,live,live,live,570.0,236.8,114.6,no,
2026-02-22T11:00:21.162345+00:00,live,live,live,424.2,102.1,120.8,no,
2026-02-22T11:53:58.011655+00:00,live,live,live,861.0,274.8,285.6,no,
2026-02-22T13:26:43.788252+00:00,live,live,live,448.9,96.2,170.4,no,
2026-02-22T13:53:02.266220+00:00,live,live,live,824.3,424.2,332.4,no,
2026-02-22T14:40:55.649057+00:00,live,live,live,423.5,104.0,392.7,no,
2026-02-22T15:20:21.723486+00:00,live,live,live,1119.0,326.5,436.7,no,
2026-02-22T15:59:57.054540+00:00,live,live,live,492.7,211.2,131.3,no,
2026-02-22T17:01:34.424917+00:00,live,live,live,637.5,121.3,154.4,no,
2026-02-22T17:52:10.317472+00:00,live,live,live,972.5,277.4,276.8,no,
2026-02-22T18:54:48.286622+00:00,live,live,live,1027.9,292.7,286.1,no,
2026-02-22T19:35:21.916645+00:00,live,live,live,904.9,262.0,342.1,no,
2026-02-22T20:20:59.635853+00:00,live,live,live,1142.2,200.2,408.9,no,
2026-02-22T21:01:06.623688+00:00,live,live,live,476.8,228.5,129.4,no,
2026-02-22T21:55:34.500520+00:00,live,live,live,616.7,235.3,124.5,no,
2026-02-22T22:53:06.141498+00:00,live,live,live,829.8,271.7,350.0,no,
2026-02-22T23:41:43.633303+00:00,live,live,live,451.6,104.8,130.3,no,
2026-02-23T01:48:31.666025+00:00,live,live,live,564.9,236.0,154.0,no,
2026-02-23T03:32:51.350140+00:00,live,live,live,494.9,130.1,276.6,no,
2026-02-23T04:08:27.853483+00:00,live,live,live,591.4,414.2,206.7,no,
2026-02-23T04:37:03.592910+00:00,live,live,live,944.1,346.3,443.6,no,
2026-02-23T05:09:20.524991+00:00,live,live,live,966.3,152.4,176.4,no,
2026-02-23T05:41:13.052437+00:00,live,live,live,1085.9,290.7,385.7,no,
2026-02-23T06:03:01.815304+00:00,live,live,live,435.3,101.2,303.7,no,
2026-02-23T06:46:49.717382+00:00,live,live,live,1021.7,202.9,491.8,no,
2026-02-23T07:41:22.783868+00:00,live,live,live,470.5,284.9,143.7,no,
2026-02-23T08:06:57.788833+00:00,live,live,live,905.4,277.3,369.0,no,
2026-02-23T09:07:54.412233+00:00,live,live,live,949.6,278.8,345.1,no,
2026-02-23T10:09:11.331556+00:00,live,live,live,551.3,250.0,156.8,no,
2026-02-23T10:44:48.677734+00:00,live,live,live,793.5,241.2,237.0,no,
2026-02-23T11:28:45.894847+00:00,live,live,live,472.7,113.9,115.6,no,
2026-02-23T12:04:55.451033+00:00,live,live,live,606.2,419.3,148.5,no,
2026-02-23T13:48:39.475545+00:00,live,live,live,1529.3,197.1,341.6,no,
2026-02-23T14:14:33.345423+00:00,live,live,live,1214.3,283.9,431.0,no,
2026-02-23T15:02:56.007480+00:00,live,live,live,598.0,117.2,159.8,no,
2026-02-23T15:41:32.400135+00:00,live,live,live,1204.0,345.5,445.7,no,
2026-02-23T16:38:08.999359+00:00,live,live,live,819.4,118.3,205.8,no,
2026-02-23T17:45:38.874382+00:00,live,live,live,762.1,350.5,225.8,no,
2026-02-23T18:35:42.807416+00:00,live,live,live,612.6,124.1,216.2,no,
2026-02-23T19:31:37.219560+00:00,live,live,live,656.8,119.7,344.0,no,
2026-02-23T20:01:41.049358+00:00,live,live,live,778.2,139.4,237.4,no,
2026-02-23T20:39:50.540978+00:00,live,live,live,633.8,104.2,168.7,no,
2026-02-23T21:30:49.301194+00:00,live,live,live,710.2,149.2,240.8,no,
2026-02-23T22:25:06.508301+00:00,live,live,live,551.3,226.8,160.3,no,
2026-02-23T23:09:23.507853+00:00,live,live,live,1027.9,278.5,279.0,no,
2026-02-23T23:47:26.888041+00:00,live,live,live,560.9,235.5,181.1,no,
2026-02-24T01:46:02.509462+00:00,live,live,live,552.6,123.1,177.0,no,
2026-02-24T03:28:33.418836+00:00,live,live,live,827.0,411.2,161.0,no,
2026-02-24T04:03:57.066876+00:00,live,live,live,399.3,103.0,124.0,no,
2026-02-24T04:30:43.388034+00:00,live,live,live,427.3,102.1,147.7,no,
2026-02-24T05:02:36.357460+00:00,live,live,live,709.0,153.3,415.9,no,
2026-02-24T05:35:12.810607+00:00,live,live,live,975.5,197.5,383.3,no,
2026-02-24T05:56:21.159491+00:00,live,live,live,521.6,110.0,144.0,no,
2026-02-24T06:41:12.114077+00:00,live,live,live,488.4,212.7,136.0,no,
2026-02-24T07:37:39.928181+00:00,live,live,live,673.1,230.9,373.7,no,
2026-02-24T08:06:36.237635+00:00,live,live,live,895.6,155.1,461.0,no,
2026-02-24T09:08:09.081629+00:00,live,live,live,459.4,109.5,266.0,no,
2026-02-24T10:06:00.949367+00:00,live,live,live,471.5,119.9,146.3,no,
2026-02-24T10:43:02.488628+00:00,live,live,live,556.5,118.4,143.9,no,
2026-02-24T11:29:25.735251+00:00,live,live,live,590.2,121.2,306.0,no,
2026-02-24T12:06:22.899095+00:00,live,live,live,477.2,254.1,156.7,no,
2026-02-24T13:50:25.572684+00:00,live,live,live,839.9,163.2,225.5,no,
2026-02-24T14:17:10.237517+00:00,live,live,live,911.7,305.7,274.3,no,
2026-02-24T15:06:28.117420+00:00,live,live,live,570.7,110.4,167.5,no,
2026-02-24T15:53:51.083499+00:00,live,live,live,658.3,109.8,313.3,no,
2026-02-24T16:47:53.946216+00:00,live,live,live,570.2,98.6,145.0,no,
2026-02-24T17:40:37.191453+00:00,live,live,live,624.7,120.8,186.8,no,
2026-02-24T18:32:34.361280+00:00,live,live,live,868.1,125.8,154.7,no,
2026-02-24T19:18:52.932357+00:00,live,live,live,880.4,286.4,280.9,no,
2026-02-24T19:52:56.579678+00:00,live,live,live,1009.4,197.1,442.5,no,
2026-02-24T20:29:41.895023+00:00,live,live,live,593.2,131.5,162.8,no,
2026-02-24T21:20:05.958968+00:00,live,live,live,573.1,255.7,157.4,no,
2026-02-24T22:03:55.642381+00:00,live,live,live,501.4,126.1,176.3,no,
2026-02-24T23:01:28.225574+00:00,live,live,live,1055.1,198.8,454.1,no,
2026-02-24T23:47:49.540295+00:00,live,live,live,549.1,260.5,216.6,no,
2026-02-25T01:48:54.391718+00:00,live,live,live,1154.8,455.6,474.7,no,
2026-02-25T03:29:48.500406+00:00,live,live,live,920.1,106.9,138.1,no,
2026-02-25T04:05:32.950990+00:00,live,live,live,882.0,359.3,271.8,no,
2026-02-25T04:32:02.904634+00:00,live,live,live,689.9,235.4,154.2,no,
2026-02-25T05:04:11.280886+00:00,live,live,live,1040.9,344.5,461.9,no,
2026-02-25T05:37:18.658876+00:00,live,live,live,1162.9,178.8,350.8,no,
2026-02-25T05:57:35.091812+00:00,live,live,live,716.9,124.2,195.6,no,
2026-02-25T06:44:26.352959+00:00,live,live,live,1014.4,271.3,272.1,no,
2026-02-25T07:38:19.281913+00:00,live,live,live,792.6,437.2,276.6,no,
2026-02-25T08:07:26.777854+00:00,live,live,live,523.9,115.6,165.0,no,
2026-02-25T09:08:02.601856+00:00,live,live,live,510.7,119.3,147.0,no,
2026-02-25T10:07:50.565631+00:00,live,live,live,481.2,122.1,140.7,no,
2026-02-25T10:45:16.791738+00:00,live,live,live,1127.0,142.9,489.4,no,
2026-02-25T11:28:49.878619+00:00,live,live,live,461.4,122.8,140.9,no,
2026-02-25T12:05:18.486561+00:00,live,live,live,431.6,104.6,351.7,no,
2026-02-25T13:50:01.748886+00:00,live,live,live,1162.5,372.2,502.9,no,
2026-02-25T14:15:33.961114+00:00,live,live,live,976.9,415.1,399.6,no,
2026-02-25T15:06:21.917789+00:00,live,live,live,1098.1,412.4,353.5,no,
2026-02-25T15:57:56.468487+00:00,live,live,live,461.0,104.6,155.4,no,
2026-02-25T16:50:35.205744+00:00,live,live,live,508.0,116.9,323.1,no,
2026-02-25T17:41:37.252437+00:00,live,live,live,1055.5,371.5,662.8,no,
2026-02-25T18:36:24.642651+00:00,live,live,live,571.8,125.1,183.1,no,
2026-02-25T19:20:24.814730+00:00,live,live,live,1254.7,356.8,353.7,no,
2026-02-25T19:53:53.998701+00:00,live,live,live,865.2,246.0,320.8,no,
2026-02-25T20:31:10.715764+00:00,live,live,live,610.1,123.7,244.0,no,
2026-02-25T21:20:06.933480+00:00,live,live,live,581.8,120.4,148.8,no,
2026-02-25T22:01:34.882599+00:00,live,live,live,605.6,119.5,157.1,no,
2026-02-25T23:01:58.304975+00:00,live,live,live,756.1,125.2,185.8,no,
2026-02-25T23:45:03.828392+00:00,live,live,live,1041.2,263.5,397.0,no,
2026-02-26T01:44:11.069976+00:00,live,live,live,1225.3,337.0,445.2,no,
2026-02-26T03:24:14.863984+00:00,live,live,live,539.1,233.7,149.4,no,
2026-02-26T04:01:57.432407+00:00,live,live,live,470.9,100.0,123.8,no,
2026-02-26T04:28:53.661259+00:00,live,live,live,484.4,120.2,151.8,no,
2026-02-26T05:02:02.157061+00:00,live,live,live,955.8,310.4,281.5,no,
2026-02-26T05:25:23.246697+00:00,live,live,live,713.4,98.2,197.3,no,
2026-02-26T05:55:13.075468+00:00,live,live,live,952.0,278.1,276.3,no,
2026-02-26T06:40:29.718499+00:00,live,live,live,1048.7,287.9,338.2,no,
2026-02-26T07:38:06.801296+00:00,live,live,live,613.7,354.9,211.1,no,
2026-02-26T08:05:36.252407+00:00,live,live,live,530.9,235.2,151.4,no,
2026-02-26T09:06:16.205755+00:00,live,live,live,526.8,334.8,154.8,no,
2026-02-26T10:04:32.110442+00:00,live,live,live,851.9,289.4,274.9,no,
2026-02-26T10:40:40.748094+00:00,live,live,live,476.1,273.8,148.2,no,
2026-02-26T11:28:37.724030+00:00,live,live,live,635.0,116.8,168.6,no,
2026-02-26T12:06:38.292354+00:00,live,live,live,491.0,127.3,173.9,no,
2026-02-26T13:50:10.159890+00:00,live,live,live,948.2,276.0,544.9,no,
2026-02-26T14:15:45.379931+00:00,live,live,live,515.0,111.9,137.7,no,
2026-02-26T15:02:25.540224+00:00,live,live,live,1005.0,182.6,293.4,no,
2026-02-26T15:50:20.969962+00:00,live,live,live,613.9,244.2,149.5,no,
2026-02-26T16:40:45.174721+00:00,live,live,live,660.8,111.2,215.4,no,
2026-02-26T17:43:58.762470+00:00,live,live,live,1046.9,196.6,411.2,no,
